 ,,,Gender
"Peill & Putzler, Düren, Germany",,,
"Eric Goetz Custom Sailboats, USA",,,
"P. Rigatti, Empoli, Italy",,,
"Richard Süssmuth Glashütte, Immenhausen, Germany",,,
"Martin Archery, USA",,,
Unidentified Italian Manufacturer,,,
M. Katsuyoshi,,,
"Platinum Pen Company, Ltd., Tokyo",,,
"IBM Corporation, New York, NY",,,
"AB Strömbergshyttan, Hovmantorp, Sweden",,,
"Logitech, Inc.",,,
"Gallowhur Chemical Corp., Windsor, VT",,,
"Vollrath Co., Sheboygan, WI",,,
"Karhula-Iittala Glassworks, Iittala, Finland",,,
"Panasonic Company, Secaucus, NJ",,,
"Gilardi & Barzaghi, Italy",,,
Waltham Screw Co.,,,
"Tobe Pascher Workshop, The Jewish Museum, New York, NY",,,
"Kodak A/G, Stuttgart",,,
"Mitsubishi Electric Corp., Tokyo",,,
FM Design,,,
"Yale Security Products, Ltd., England",,,
"Pacesetter AB, Sweden",,,
"Polar Ware Company, Sheboygan, WI",,,
"Arteluce S.A., Milan",,,
"Ideal Toy Corporation, New York",,,
"MSA, Pittsburgh, PA",,,
"Sarvis, Finland",,,
"Innovations in Composites, Inc., CA",,,
"Poiret, Paris",,,
"Sasaki, Japan",,,
"Grand Bleu, Inc., Japan",,,
"Salviati & C., Venice, Italy",,,
"Beamo Corporation, Cambridge, MA",,,
"Casio Computer Co., Ltd., Tokyo",,,
"Fuso Gum Industry Co., Ltd., Japan",,,
"Ermenegildo Collini S.p.A., Milan, Italy",,,
"Mares Sport, Rapallo, Italy",,,
"AB Rörstrands Porslinsfabriker, Lidköping, Sweden",,,
"Tiffany Furnaces, Corona, NY",,,
"Zelco Industries, Inc.",,,
"Peter Danko and Associates Inc., Clinton, MD",,,
Knoll In-house Design Team,,,
"Olivetti, Milan",,,
"Metal Office Furniture Co. (presently Steelcase, Inc.), New York, NY",,,
"Apple, Inc.",,,
"MAP (Merchants of Australian Products Pty., Ltd.)",,,
"Wenger, Switzerland",,,
"James Dixon & Sons, England",,,
"H.H. de Boer and Son, Bergum, The Netherlands",,,
"Owens-Illinois Glass Co., Toledo, OH",,,
"St. Regis Paper Co., Panelyte Div., New York, NY",,,
"J.A. Henckels Zwillingswerk AG, Solingen, West Germany (now Germany)",,,
"Rubycliff Ltd., England",,,
"Mazda Motor Corporation, California",,,
"Askon Tehtaat OY, Lahti, Finland",,,
"Aizawa, Japan",,,
"Alias S.r.l., Italy",,,
"The Steubenville Pottery Company, Steubenville, OH",,,
"Okamura Corporation, Japan",,,
George H. Hake Corp.,,,
"Diamond Plastic Box, Inc., Roanoke, VA",,,
Alvin Lustig,,,Male
"Workshop of Gunta Stölzl, Zürich",,,
"H.P. Designs, The Netherlands",,,
"Skools, Inc., USA",,,
"E. Bakalowitz & Söhne, Vienna",,,
"Seiko Epson Corporation, Japan",,,
"The General Fireproofing Co., Youngstown, OH",,,
"WRS Sportsmed, Texas",,,
"Syn S.r.l., Italy",,,
"O'Neill, Inc.",,,
"Wagner Mfg. Co., Sidney, OH",,,
"Orrefors, Sweden",,,
"Oy Airam Ab, Helsinki",,,
"Gross Wood & Co., San Francisco, CA",,,
"Azucena S.r.L., Milan",,,
"Charles Horner Ltd., Halifax",,,
"Cheney Greef & Co., New York, NY",,,
"Design Frame Inc., New York, NY",,,
"Stockmann-Orno, Finland",,,
"Bear Archery Company, Grayling, MI",,,
"Edison Price, New York, NY",,,
"Bell-Toptex, Inc., Bell, CA",,,
"Paulson Manufacturing Corp., Fallbrook, CA",,,
Fratelli Grivel (now Grivel S.r.l.),,,
"OY Tampella AB, Finland",,,
"Grohmann Knives, Ltd., Pictou, Canada",,,
"Blyde & Co. Ltd., England",,,
"Hämmerli, Ltd., Lenzburg, Switzerland",,,
"Head Ski Co., Timonium, MD",,,
"Hobie Surfboards, Dana Point, CA",,,
"Huonekalutehdas Korhonen Oy, Littoinen, Finland",,,
"Carl Zeiss, Inc.",,,
"Shop of Samuel Gragg, Furniture Warehouse, Boston, MA",,,
"Swid Powell, New York",,,
"Kundalini srl. - Corpi di Illuminazione, Milan",,,
"Strategi/Holmback ApS, Copenhagen",,,
"Boda Nova, Sweden",,,
"Morris & Co., London",,,
"Campana Objetos, São Paulo, Brazil",,,
"FRZ-Metallwarenfabrik, Zuzenhausen, Germany",,,
"Edra Mazzei, Pisa, Italy",,,Female
"LEGO Group, Billund, Denmark",,,
"Gittler Guitar Inc., New York, NY",,,
"Riedel Crystal, Kufstein, Austria",,,
"Segno srl, Milan",,,
"Bamberg Metallwerkstätten, Berlin",,,
"Inoue Pleats Co., Ltd., Fukui, Japan",,,
"Porcelli Assoc., Inc., USA",,,
"Ingo Maurer GmbH, Germany",,,
"Van Keppel-Green, USA",,,
"Swatch AG, Switzerland",,,
"Guild of Handicraft Ltd., London",,,
"Design Research, New York",,,
"Kebe Møbler ApS, Copenhagen",,,
"Artek, Finland",,,
"Atelier Vitreon, North Haven, CT",,,
"La Société F.S.D., France",,,
"Studio Luce, Italy",,,
H. C. Craythorne,,,
"Giovannetti, Italy",,,
"Robeson Cutlery Co., Inc., Perry, NY",,,
"Interex Inc., New York, NY",,,
"Old Hall Works Tableware, Bloxwich, U.K.",,,
"Leif Wessman Associates, Inc., New York, NY",,,
"San Castings Corp., Brewster, NY",,,
"Longato Arredamenti S.p.A., Padua, Italy",,,
"Continental Can Co., USA",,,
"Studio DA, Japan",,,
"Smith Metal Arts, Buffalo, NY",,,
"Metalcraft Studio, Konrad König, Munich",,,
"Loewe S.A., Madrid",,,
"Vacheron & Constantin-Le Coultre Watches, Inc., Switzerland",,,
"Heidi Weber, Zürich",,,Female
"Arflex, S.p.A., Italy",,,
"Vitra-Fehlbaum GmbH, Weil-am-Rhein, West Germany (now Germany)",,,
"Hermès, Paris",,,
"R. Kirsch, Germany",,,
"Transcriptors, Ltd., New York",,,
"Edelzinn E. Hueck, Lüdenscheid, Austria",,,
"Hammy Oy, Helsinki",,,
"Hackman & Co., Helsinki",,,
"Desny, Paris",,,
"Anonima Castelli, Bologna, Italy",,,
"Gebrüder Junghans AG, Schramberg, Germany, est. 1861",,,
"Airborne, France",,,
"Fontana Arte, Italy",,,
"Baldioli Eustasio & Figli, Omegna, Italy",,,
Gerard van de Groenekan,,,Male
"Tensor Corporation, Brookyln, NY",,,
"Pirelli S.p.A., Milan",,,
"Randall Made Knives, Orlando, FL",,,
"Van Leer Vatenfabrieken N.V., Amstelveen, The Netherlands",,,
"F. M. Matsson, Sweden",,,
"Danese, Milan",,,
"Thonet, Germany",,,
"Dansk Forsolvnings Anstalt, Copenhagen",,,
"Arterior Textile GMBH, Wuppertal, Germany",,,
"Robert Murphy's Sons Co., Ayer, MA",,,
"Lightolier Inc., Jersey City, NJ",,,
"Kingsley Electronics, Taiwan",,,
"Progetti, Italy",,,
"Richard Perry, Son & Company, Wolverhampton, England",,,
"J. & J. Kohn, Vienna",,,
"OSRAM GmbH, Munich",,,
Microsoft Corporation,,,
Lehrwerkstatte fur Glasinstrumentmacher,,,
"Grossherzogliche Sächische Fachschule, Germany",,,
"Sointu Incorporated, New York, NY",,,
"Diehl Manufacturing Co., Elizabeth, NJ",,,
"Metz & Co., Amsterdam",,,
"Eschenbach Optik Nürnberg, Germany",,,
"Carrera International GmbH, Traun, Austria",,,
"Grid Systems Corp., Mountain View, CA",,,
"National Semiconductor Corporation, USA",,,
"Barcalo Manufacturing Co., New York, NY",,,
"Drain-Dri Co., San Francisco, CA",,,
"G.A. Van de Groenekan, De Bilt, The Netherlands",,,
"The Winsted Hardware Manufacturing Co., Winsted, CT",,,
"Bayerische Massindustrie, Hersbruck, West Germany (now Germany)",,,
"Rietveld's Workshop, Utrecht",,,
"Red Wing Pottery, MN",,,
"Bernini, Italy",,,
Unidentified Mexican Manufacturer,,,
"NY Form, Italy",,,
"S.p.A. Carrozzeria Pininfarina, Torino, Italy",,,
"Gruppo Industriale Busnelli S.p.A., Milan",,,
"Berliner Metallgewerbe Joseph Müller, Germany",,,
"Boffi S.p.A., Cesano Maderno, Italy",,,
"Scientific Optics Ltd., England",,,
"Vistosi, Italy",,,
"GAF Corporation, New York, NY",,,
"Dictaphone AG, Killwangen, Switzerland",,,
"Sambonet S.p.A., Vercelli, Italy",,,
"Snaidero, Italy",,,
"Uncle Sam's Umbrella Shop, New York, NY",,,
"Guzzini, Italy",,,
"Droog Design, the Netherlands",,,
"Sanka Oy Loviisa, Finland",,,
"Oak, Product Design and Consultancy, Rotterdam",,,
"Form GmbH, Germany",,,
"Goods, Amsterdam, The Netherlands",,,
"Ideal Standard S.p.A., Milan",,,
"Howard Miller Clock Co., Zeeland, MI",,,
"Royal Crest Venetian Blind Co., Rossford, OH",,,
"ATH Design International, The Netherlands",,,
"Mallory Industries, Inc., Farmington, CT",,,
"Industrie Formenti Italia, Milan",,,
Kristian Schneider,,,Male
"Bell Helmets, Inc., Norwalk, CA",,,
"Newton Plastics, Newton Upper Falls, MA",,,
"Fasttrack Enterprises, Ltd., Calgary",,,
"Belgian International Carpet, Belgium",,,
"Kelly & Thompson, USA",,,
"Theodore Müller, Belgium/Germany",,,
"Rosenthal Einrichtung, Munich",,,
"Shinseo Kogyo Co., Tokyo",,,
"Compagnia Italiana Lumi, Rome",,,
"Ferrari S.p.A., Maranello, Italy",,,
"frogdesign, Sunnydale, CA",,,
"Metall-Arbeit Wiener Werkstätte, Vienna, Austria",,,
"Smart Design, New York",,,
"OXO International, New York, NY",,,
Anonymous,,,
"Argentor, Vienna",,,
"Avard Inc., New York, NY",,,
"Stilnovo, Italy",,,
"Minerva, Milan, Italy",,,
"Casigliani S.p.A., Pisa",,,
"ICI Design Institute Inc., Osaka",,,
"Associated Spring Raymond Barnes Group, Inc., Dallas, TX",,,
"Paul Mayen Designs, New York, NY",,,
"Bauhaus Ceramic Workshops, Weimar, Germany",,,
"Novelectric A.G., Zürich, Switzerland",,,
"Northern Plastics, Syracuse, NY",,,
CSS/Winfield,,,
"Siemens & Halske A.G., Munich, Germany",,,
"Fratelli Fantini, S.p.A., Pella, Italy",,,
"Enorme, Italy",,,
"Fabbriche Elettrotecniche Riunite, S.p.A. (now Zerowatt, S.p.A.), Italy",,,
"Glasfabrik Johann Loetz Witwe, Klöstermühle, Austria",,,
Fratelli Chiminello,,,
"Oluce, Milan, Italy",,,
René d'Harnoncourt,,,Male
"Yamakawa Rattan Co., Ltd., Japan",,,
"Kotobuki Corporation, Japan",,,
"Heifetz Mfg. Co., New York, NY",,,
"Simpson Sports, Torrance, CA",,,
Ldesign SARL,,,
"Velca, Milan",,,
"Elektroakusticni Laboratorij, Ljubljana, Yugoslavia",,,
"Wings over the World Corporation, New York, NY",,,
"L'Atelier de Serge Mouille, France",,,
"Hudson Studios, Madison, NJ",,,
"Ateliers Jean Prouvé, Nancy, France",,,
"J.G. Furniture Co., Brooklyn, NY",,,
"Sony Corporation, Creative Center",,,
"Raichle Boot Co. Ltd., Switzerland",,,
Rathcon Inc.,,,
"Simon International, San Lazzaro, Italy",,,
"Andrew Maclaren Ltd., England",,,
"Fibre Metal Products Company, Concordville, PA",,,
"Klem Systems, Vienna",,,
"Lamson & Goodnow, Shellberg Falls, MA",,,
"Friedrich Herder A.G., Solingen, Germany",,,
Unidentified Swiss Manufacturer,,,
"Holt Howard Associates, Stamford, CT",,,
"Plastic Dispensers Inc., Newark, NJ",,,
"AKG Akustische und Kino-Geräte, Vienna",,,
"Baccarat, France",,,
"Mastermotive, Inc., Savage, MN",,,
"J.A. Henckels, Solingen, Germany",,,
"Ehrhard & Söhne, Germany",,,
"Victoria-Werke, Baar, Switzerland",,,
"Tavaro S.A., Geneva",,,
"Giro Sport Design, Inc., a division of Bell Sports, Inc.",,,
"Rome Manufacturing Co., Div. of Revere Copper and Brass, Inc., Rome, NY",,,
"Supreme Cutlery, Japan",,,
"Hudson Photographic Industries, Inc., New York",,,
"Fratelli Borletti, S.p.A., Milan",,,
"Koch Creations, Lynbrook, NY",,,
"Mort N. Marton Designs, NY",,,
"Kaplan/Aronson, New York, NY",,,
"TECTA Möbel, Lauenförde, Germany",,,
"O.C. Sedie Internazionale, Inc., Paramount, CA",,,
"G. Schanzenbach, Germany",,,
"Ditta Spoggi, Milan",,,
Lakota Corporation,,,
"Kanematsu Ind. Co. Ltd., Gifu Ken, Japan",,,
"DESTA (Deutsche Stahlmöbel), Berlin",,,
"Carlo Moretti, s.n.c., Venice",,,
"Minolta Camera Co., Ltd., Osaka",,,
"Gense, Sweden",,,
"United States Glass Co., Tiffin, OH",,,
"Rhythm Tech, Inc., Mamaroneck, NY",,,
"L. Hjorth's Terracotta-Fabrik, Ronne, Denmark",,,
"Ralph O. Smith Co., Los Angeles, CA",,,
"Gits Molding Corp., Chicago, IL",,,
"Sonic Sports, Inc., Los Angeles, CA",,,
"Nixalite of America, East Moline, IL",,,
"Meisterschule für das Kunsthandwerk, Berlin",,,
"Piquot-Meridian (International) SA, Switzerland",,,
"Baum-Mercier, Switzerland",,,
"Griswold Manufacturing Co., Erie, PA",,,
"Gottlieb Hammes Fahr, Solingen-Foche, Germany",,,
"Roll Dippers Inc., (formerly the Zeroll Co.) Maumee, OH",,,
"Cocco, Italy",,,
"Metropolitan Wire Goods Corp, Brooklyn, NY",,,
"Foley Mfg. Co., Minneapolis, MN",,,
"Denominator Company, Inc., New York, NY",,,
Unidentified French Manufacturer,,,
"Alcorn & Co., Boston, Massachusetts",,,
"AT&T Bell Laboratories, Murray Hill, NJ",,,
Westfield Manufacturing Corp.,,,
"Hammond Research Corp., Gloucester, MA",,,
"Hewlett-Packard Company, Santa Clara, CA",,,
"Toronto Plastic Co., Toronto",,,
"University of Pennsylvania, USA",,,
"IMEC, USA",,,
"P. & W. Blattmann Metallwaren-Fabrik, Switzerland",,,
"LSI Logic Corporation, Milpitas, CA",,,
"Motorola, Inc.",,,
"Synaptics Incorporated, San Jose, CA",,,
"Texas Instruments, Inc., Dallas, TX",,,
"VLSI Technology, Inc., San Jose, CA",,,
"Xerox Palo Alto Research Center, Palo Alto, CA",,,
"Hukin & Heath, Birmingham, England",,,
"Tri-State Plastic Molding Co., Henderson, KY",,,
Victorinox,,,
"Theodore Fahrner, Pforzheim, Germany",,,
Unidentified Netherlandish Manufacturer,,,
"Plas-tex Corporation, Los Angeles, CA",,,
"Stanley Home Products, Easthampton, MA",,,
"Pace Products, Chicago, IL",,,
Kenner Products Co.,,,
"Geomet Inc., New York, NY",,,
Bryce Brothers Co. for the Four Seasons,,,
"Rudolph de Harak Industrial Design, Inc., New York, NY",,,
"Oy Huonekalu-ja Rakennustyötehdas Ab, Turku, Finland",,,
"Best & Lloyd, Ltd., Birmingham, UK",,,
"August Sommer Co., Wurttemburg, Germany",,,
"Dansk Polyether Industri, Denmark",,,
"Korhonen OY, Finland",,,
"Eggers, WI",,,
"Brian Davis & Co., Pty Ltd., Victoria, Australia",,,
"Southern Highlanders, Inc., North Carolina",,,
"International Mobile Machines, USA",,,
"Ernest C. Higgins Co. (Allan Follet), Norwood, MA",,,
"AB Bahco Verktyg, Enkoping, Sweden",,,
"Sturm, Vienna",,,
"J.A. Henckels, USA",,,
"Cooper Canada Ltd., Toronto",,,
"The Richter & Phillips Co., Cincinatti, OH",,,
"Sabattini Argenteria S.p.A., Como, Italy",,,
"Griscer Industries, Fort Wayne, IN",,,
"Mylec, Inc., Winchedon Springs, MA",,,
"KBL Corporation, Boston, MA",,,
"Valsts Electro-Techniska Fabrika, Riga, Latvia",,,
Swedlow Aeroplastics Corp.,,,
"M & M Mfg. Co., Chicago, IL",,,
"Heywood-Wakefield Co., Gardner, MA",,,
"Haskelite Manufacturing Corporation, Chicago, IL",,,
"Red Lion Table Co., Pennsylvania",,,
"Moss Rose Manufacturing Co., Philadelphia, PA",,,
"J.H. Thorp & Co., Inc., New York, NY",,,
"Cyrus Clark Co., Inc., New York, NY",,,
"Articoli Plastici Elettrici, Italy",,,
Guilford Art Company,,,
"Abstracta Structures Inc., New York, NY",,,
"Welch Allyn Inc., Skaneateles Falls, NY",,,
"Robert Smith, Kentfield, CA",,,Male
"Concept Inc., St. Petersburg, FL",,,
"The Subsidiary Co.(division of Artmongers and Manufactory Inc.), New York, NY",,,
"Italora S.p.A., Milan, Italy",,,
"A.V. Mazzega Vetri d'Arte, Murano, Italy",,,
"Rochelt Design, Ulm, Germany",,,
"Columbian Bronze Corp., Freeport, NY",,,
"John Mascheroni Furniture Co., New York, NY",,,
"Neal Small Designs Inc., New York, NY",,,
"France and Son A/S, Denmark",,,
"Artifort, The Netherlands",,,
"Raumtechnik Staeger & Co. KG, Stuttgart",,,
"Paper Welder, Inc., Medina, NY",,,
"Società Italiana Telecomunicazioni Siemens, Milan, Italy",,,
"Bonniers International, Japan",,,
"Plastics, Inc., St. Paul, MN",,,
Made in Japan for Fitz & Floyd,,,
"Frimu Company, Switzerland",,,
"G.P.M. Company, Germany",,,
"Vitreria Vistosi, Murano, Italy",,,
"Schott & Gen. Jenaer Glaswerke, Mainz, Germany",,,
"Acordis Industrial Fibers, The Netherlands",,,
"Ekco Housewares, Franklin Park, IL",,,
"Lexon, France",,,
"Rosenthal, Germany",,,
"Modernariato-Gruppo Industriale Busnelli, Italy",,,
"Poul Jeppesen, Denmark",,,Male
"Think Outside, Inc., Carlsbad, CA",,,
"Richard Schultz Design, Palm, PA",,,
"Emeco, Hanover, Pennsylvania",,,
"Makers of Simple Furniture, Ltd., London",,,
"The Ironrite Ironer Co., Detroit, MI",,,
"Lorraine Metal Mfg. Co., NY",,,
"Cadoro Jewels, New York, NY",,,
"Fahr-Leuchten, Stuttgart",,,
"Tropi-Cal Company, Los Angeles, CA (now Fong Brothers Company, Los Angeles, CA)",,,
"The Afternoon Company, Omaha, Nebraska",,,
"Rothschild Plastics Corp., Philadelphia, PA",,,
"Tendo Mokko, Inc., Yamagata-Ken, Japan",,,
"J. Merivaara Oy, Helsinki",,,
"Hessische Metallwerke (now mono GmbH), Germany",,,
"Figli di Amedeo Cassina, Meda, Italy",,,
"Satisfaction, New York, NY",,,
"Ampex Corporation, Elk Grove Village, IL",,,
"Baltensweilder, Ebikon, Switzerland",,,
"Archent Limited, Sheffield, England",,,
"Mourlot, Paris",,,
George Him,,,Male
Jan Lewitt,,,Male
"The Baynard Press, London",,,
C. Tereshkovitch,,,
Christian Zervos,,,Male
British War Office,,,
Imprimerie Champenois,,,
Royal Society for the Prevention of Accidents,,,
Ward and Saks Co.,,,
Patrick Cunningham,,,Male
Wolf Zimmerman,,,Male
Anthon Beeke,,,Male
Hans Bockting,,,Male
R. Szayoo,,,
Tapio Salmelainen,,,Male
"Otto Beyer, Leipzig/Berlin",,,
Carl Van Vechten,,,Male
"Max Dalang A.G., Zürich",,,
Orell Füssli,,,
Various Authors,,,
Kirill Zdanevich,,,Male
Velimir Khlebnikov,,,Male
Vladimir Mayakovsky,,,Male
Octavio Paz,,,Male
Natan Al'tman,,,Male
Alastair Reid,,,Male
Stéphane Mallarmé,,,Male
"Maeght Éditeur, Paris",,,
Joyce Mansour,,,Female
Vladimir Burliuk,,,Male
Elena Guro,,,Female
Frank O'Hara,,,Male
Maria Siniakova,,,Female
Niele Toroni,,,Male
Pavel Filonov,,,Male
Nikolai Kul'bin,,,Male
Iurii Annenkov,,,Male
Lewis Carroll (Charles Lutwidge Dodgson),,,Male
Nikolai Rogovin,,,Male
Lev Shekhtel [Lev Zhegin],,,Male
Vasilii Chekrygin,,,Male
Sergei Podgaevskii,,,Male
Sergei Bobrov,,,Male
Blaise Cendrars (Frédéric Sauser),,,Male
Michel Leiris,,,Male
Liz Larner,,,Female
Joseph Blumenthal,,,Male
Aleksandr Shevchenko,,,Male
Illarion Skuie,,,
Vasilii Kamenskii,,,Male
Nikolai Aseyev,,,Male
Calvin Sumsion,,,Male
Gustav Klutsis,,,Male
Benjamin Péret,,,Male
Igor' Terent'ev,,,Male
Guido Ballo,,,Male
César Moro (Alfredo Quíspez Asín),,,Male
Jean-Clarence Lambert,,,Male
"Atelier 17, New York",,,
John Moore,,,Male
Robert Cordier,,,Male
Paul Bowles,,,Male
Hans Sahl,,,Male
Horace Gregory,,,Male
Herbert Read,,,Male
André Verdet,,,Male
Thomas Merton,,,Male
Morris Weisenthal,,,Male
Harold Norse,,,Male
David Lougée,,,Male
T. Weiss,,,
Peter Viereck,,,Male
Theodore Roethke,,,Male
David Ignatow,,,Male
William Carlos Williams,,,Male
Harold Rosenberg,,,Male
Dylan Thomas,,,Male
Richard Wilbur,,,Male
Jacques-Henri Lévesque,,,Male
Iraklii Gamrekeli,,,Male
Ilia Zdanevich,,,Male
"Eisen Architects, Boston",,,
David Eisen,,,Male
Natan Vengrov,,,Male
Naum Granovskii,,,Male
Antonin Artaud,,,Male
"Renaissance Press, Ashuelot, NH",,,
Anonymous Authors,,,
Paul Verlaine,,,Male
Henri Floury,,,Male
Vladimir Lebedev,,,Male
Mikhail Plaksin,,,Male
Natal'ia Nagorskaia,,,Female
Khabias [pseudonym Of Nina Komarova],,,Female
Aleksei Gan,,,Male
Peter Schjeldahl,,,Male
John Godfrey,,,Male
Antonina Sofronova,,,Female
Boris Zemenkov,,,Male
Il'ia Erenburg,,,Male
Josef Eberg,,,Male
Grigorii Bershadskii,,,Male
Bradbury Thompson,,,Male
Graeme Murray,,,
Edwin Morgan,,,Male
Paul Valéry,,,Male
A. K. Barutchev,,,Male
N. Nekrasov,,,
Tristan Tzara,,,Male
Gregory Corso,,,Male
Columbia Records,,,
Moisei Levin,,,Male
Ivan Kliun,,,Male
Nikolai Troshin,,,Male
Sergei Sen'kin,,,Male
William S. Burroughs,,,Male
Edouard Jaguer,,,Male
Robert Lebel,,,Male
Nikolai Kupreianov,,,Male
Aleksei Chicherin,,,Male
Boris Naumov,,,Male
Franz Roh,,,Male
Billy Klüver,,,Male
Kornelii Zelinskii,,,Male
Anton Lavinskii,,,Male
Olga Deneiko,,,Female
"Éditions Surréalistes, Paris",,,
Russell Lynes,,,Male
Shuzo Takiguchi,,,Male
"Dwan Gallery, New York",,,
Ben Langlands,,,Male
Nikki Bell,,,Female
Iurii Degen,,,Male
Michael McClure,,,Male
Aleksei Remizov,,,Male
W. Baxter,,,
Eugène Delâtre,,,Male
Aleksei Ganin,,,Male
Michel Seuphor,,,Male
Guillaume Apollinaire,,,Male
Maria Lagorio,,,Female
St. Francis of Assisi,,,Male
Nikolai Tikhonov,,,Male
Kiki (Kiki O. K.) Kogelnik,,,Female
Kuzma Petrov-Vodkin,,,Male
"Librairie de France, Paris",,,
"Propyläen-Verlag, Berlin",,,
Merle Armitage,,,Male
Anne Waldman,,,Female
A. Anatolev,,,
Sergei Chekhonin,,,Male
Boris Grigor'ev,,,Male
Auguste Clot,,,Male
Fritz Zeymer,,,Male
Hr. Dubyns'kii,,,
Janice Guy,,,Female
Mikhail Tarkhanov,,,Male
Josaku Maeda,,,
